181,705
712,923
648,129
960,435
637,414
206,782
563,180
980,784
845,377
234,248
706,832
189,714
44,489
927,86
792,644
80,353
445,744
781,477
748,487
76,287
250,486
268,185
619,63
33,364
631,493
958,310
367,502
865,46
639,177
681,325
921,530
291,355
329,896
657,849
193,928
35,97
814,990
500,41
152,56
545,357
156,360
148,506
561,56
215,283
538,85
938,35
911,316
249,525
839,503
671,595
439,334
728,401
147,969
607,174
849,259
948,469
364,944
157,184
950,108
8,668
317,30
22,847
541,525
149,667
369,576
307,874
736,36
856,703
773,425
351,640
897,2
517,417
533,7
964,19
749,862
742,362
724,683
342,781
898,946
955,430
522,294
704,205
892,779
806,574
255,381
100,169
124,712
709,168
567,989
626,848
588,995
55,60
925,807
803,957
986,221
211,165
582,177
928,308
53,54
186,495
912,621
703,7
827,651
756,917
818,915
231,675
947,290
311,913
766,727
757,462
843,105
105,612
196,551
479,261
438,99
104,156
981,250
45,335
638,358
161,473
237,819
930,407
160,971
853,702
281,491
178,790
926,478
861,488
261,363
525,101
949,134
389,551
754,962
521,651
247,687
531,962
408,282
675,694
847,202
780,694
254,395
975,939
304,768
679,877
241,28
719,285
107,779
31,980
344,386
931,40
808,594
259,284
243,429
168,732
632,321
891,407
617,824
87,485
444,734
134,489
654,354
235,542
695,370
264,518
919,67
319,841
778,638
548,528
177,18
371,245
513,390
946,513
402,297
751,905
380,847
139,2
575,561
335,952
987,922
524,790
606,234
423,832
390,155
69,570
711,417
556,344
34,166
817,599
883,938
656,485
358,90
701,756
682,721
559,919
572,340
784,584
796,233
970,876
159,335
819,420
256,938
665,95
404,717
972,421
731,380
436,927
362,395
759,335
222,114
835,132
573,577
645,746
872,499
989,793
785,69
937,694
411,118
414,271
662,709
603,315
850,384
179,44
263,938
593,904
365,656
265,340
915,281
64,761
162,335
410,12
182,497
493,929
858,994
314,944
47,232
851,274
113,644
910,99
824,644
985,270
198,438
779,857
169,126
920,248
852,522
244,979
488,78
769,194
716,960
922,632
929,295
399,556
844,911
117,617
132,255
467,453
899,534
487,907
484,249
932,584
532,151
325,539
360,140
494,471
286,196
816,815
901,144
150,296
812,687
868,654
758,148
4,83
735,428
143,170
943,824
566,210
878,740
446,875
387,308
89,856
683,491
338,403
127,629
176,813
507,395
490,172
540,333
702,13
951,944
163,400
599,281
483,32
248,320
799,40
275,577
601,682
283,428
895,674
296,639
450,350
88,112
431,151
70,871
577,108
154,839
297,483
334,94
343,186
174,378
42,710
394,970
2,884
594,767
278,824
388,432
788,824
939,162
251,597
468,530
805,578
794,255
288,306
580,560
453,64
357,284
48,666
482,164
584,824
242,119
225,75
12,341
873,36
312,691
511,286
790,396
175,453
486,248
590,600
647,266
41,82
224,226
990,538
776,587
841,446
652,194
353,234
417,947
97,418
238,324
65,809
457,571
579,825
999,396
552,407
798,92
870,833
586,649
553,738
62,878
79,40
725,171
884,376
775,814
85,54
202,668
888,338
141,204
727,831
834,355
940,49
978,102
674,995
111,499
997,634
795,567
560,166
485,928
9,237
63,76
600,718
153,540
752,280
221,761
923,582
763,504
327,761
893,634
356,945
650,716
616,796
406,883
99,882
