104,538
566,602
476,692
761,211
549,220
420,459
925,822
937,206
587,301
209,547
550,528
684,69
118,532
17,836
879,923
244,241
736,635
610,535
524,264
97,166
19,474
197,370
644,291
169,367
991,694
132,424
949,316
825,710
915,501
461,150
996,212
193,402
558,205
974,191
839,829
740,730
872,246
88,401
781,78
223,57
20,824
164,820
990,655
797,956
331,740
782,484
55,581
188,13
146,112
184,827
72,415
90,786
435,744
570,773
318,620
864,93
658,624
476,430
753,819
30,43
546,655
997,812
559,395
562,596
129,203
714,879
377,920
776,85
307,494
498,184
230,264
96,710
472,726
312,509
887,274
571,739
765,481
170,692
153,631
913,829
347,901
237,490
179,250
213,80
404,687
128,803
394,920
228,3
172,219
872,841
488,230
981,189
282,390
337,957
156,682
997,391
315,515
345,295
318,914
414,519
313,76
127,52
732,241
74,495
378,81
131,282
336,982
611,961
931,225
716,250
450,104
378,163
667,982
199,222
249,45
917,812
614,750
103,287
63,994
939,961
123,167
647,27
384,606
376,212
372,580
839,833
117,985
316,982
593,558
83,339
505,503
198,38
679,269
947,284
549,493
476,608
678,624
28,580
861,675
381,532
729,873
893,543
851,848
256,673
92,510
698,421
567,782
870,208
251,219
701,235
76,843
219,404
854,140
814,384
415,560
372,973
461,152
129,961
968,804
626,182
865,792
121,291
539,730
714,443
120,587
944,534
112,813
876,944
945,328
416,166
94,981
141,225
801,862
390,755
847,8
106,322
198,85
107,456
404,711
202,472
571,875
676,143
365,738
288,197
47,100
279,412
850,538
969,612
429,828
710,370
498,897
529,772
800,937
844,375
811,563
561,38
9,977
718,380
76,467
933,612
704,656
370,890
693,845
306,863
932,889
816,511
452,837
262,641
255,790
702,237
613,520
153,438
593,758
845,839
756,255
439,10
862,627
554,89
201,258
595,891
882,533
798,671
495,192
495,741
504,942
571,629
531,749
991,596
634,281
882,227
870,27
996,236
426,961
892,179
192,591
345,590
298,862
630,489
671,88
489,627
28,488
688,892
