587,335
172,103
494,24
177,7
913,859
994,369
689,417
406,62
911,452
879,752
683,631
209,652
884,585
659,343
101,80
897,793
395,604
956,453
456,812
292,769
432,883
210,612
560,36
235,308
718,753
515,768
125,435
803,225
67,746
784,459
102,357
476,8
173,844
744,493
534,116
460,100
245,154
16,314
645,424
217,783
869,95
563,968
510,35
770,576
9,426
327,899
372,616
399,759
786,406
145,681
369,530
419,639
547,808
552,978
968,340
312,577
698,596
622,160
429,18
298,733
904,933
807,661
143,865
420,815
135,253
638,824
180,552
256,368
910,112
302,722
239,131
797,349
37,50
844,778
174,693
614,994
57,643
566,273
105,76
670,970
626,54
238,924
927,517
611,146
402,241
355,276
942,343
905,336
743,427
789,719
690,442
2,121
514,685
509,631
651,295
241,674
430,421
621,997
267,552
703,252
891,730
650,916
944,149
983,934
361,219
32,539
549,762
471,517
616,61
648,453
617,163
590,723
882,482
498,68
951,884
357,365
472,471
131,110
394,905
967,37
117,699
348,320
502,259
794,760
464,201
49,317
888,163
216,897
119,1
496,930
13,861
546,952
151,127
799,605
264,993
634,253
169,623
830,459
227,350
817,729
165,31
728,172
858,321
330,395
437,209
74,751
555,982
184,228
301,510
477,816
121,21
635,994
543,835
229,650
45,759
569,32
84,858
480,927
290,996
408,132
75,354
605,940
380,480
860,504
347,709
89,318
300,292
613,77
845,22
442,583
