344,506
609,157
850,928
317,939
747,586
541,160
430,68
673,957
840,116
216,538
6,166
3,321
495,418
209,241
45,111
144,117
393,658
510,381
576,832
153,626
376,407
305,693
906,788
260,410
476,11
596,692
220,675
928,997
693,448
407,909
853,837
546,762
249,893
38,460
433,110
726,156
957,13
389,114
987,458
334,344
791,643
849,8
252,407
728,858
532,163
991,536
658,163
657,35
751,900
741,922
976,943
408,554
888,195
920,404
584,585
706,895
71,150
450,623
506,431
127,93
96,102
572,376
795,939
660,386
40,578
886,78
58,969
69,624
640,525
84,56
150,946
929,729
319,645
226,542
630,340
683,356
457,281
667,216
114,728
277,183
208,455
969,557
387,667
481,615
248,280
65,726
949,618
708,896
427,806
614,947
642,791
270,944
196,542
756,681
101,62
240,67
918,941
508,734
278,413
190,504
170,606
111,981
273,537
511,769
467,237
611,225
465,674
909,756
159,440
730,370
206,842
600,526
653,160
695,728
806,405
602,80
479,577
293,281
105,286
700,723
664,457
669,7
841,185
75,85
860,992
790,155
852,965
536,515
453,551
39,978
112,526
299,304
530,9
668,609
432,823
694,33
970,752
789,791
636,578
126,954
809,781
635,430
686,264
353,816
871,523
280,906
500,766
537,206
223,659
691,616
982,726
808,256
682,480
68,932
729,781
42,700
19,578
423,973
748,142
629,0
44,560
786,794
941,610
99,213
218,17
483,674
749,370
491,442
870,508
210,39
723,173
405,478
33,352
908,60
124,620
351,939
971,712
271,433
368,306
986,852
414,756
698,597
893,210
502,135
563,92
61,527
118,133
304,947
692,196
829,132
697,620
361,58
989,52
203,71
411,391
711,342
231,816
161,756
767,468
927,702
594,673
736,251
326,765
538,559
716,196
834,365
858,970
335,385
98,605
902,337
624,682
237,982
641,323
544,203
839,15
851,402
646,65
655,429
591,589
714,739
176,564
638,675
690,874
654,977
913,556
883,472
345,670
324,312
343,318
267,145
302,304
959,851
276,504
845,904
933,516
179,919
410,127
79,99
359,827
452,367
188,532
620,535
201,252
422,203
256,865
999,628
59,978
812,269
454,160
701,511
810,853
266,3
838,360
702,387
605,692
885,202
235,955
529,913
889,973
375,503
425,903
777,65
676,423
766,808
521,841
772,129
607,471
303,404
633,177
509,435
771,581
750,422
437,431
213,97
371,767
688,2
797,132
291,704
832,40
214,119
699,184
645,731
846,599
131,526
947,261
165,813
597,688
926,3
732,192
994,346
340,36
826,382
122,47
381,285
17,200
197,522
528,405
490,89
754,952
648,47
63,959
207,652
737,311
356,563
89,178
761,488
848,980
784,663
822,400
396,289
515,357
250,162
746,507
564,672
535,659
160,101
329,919
134,437
11,768
337,543
566,387
981,246
527,437
621,838
499,156
915,442
395,650
603,857
444,415
380,215
878,234
292,994
643,916
910,882
547,764
0,557
943,818
1,476
779,636
545,898
995,567
631,801
956,493
120,3
983,122
183,616
138,925
73,124
844,108
984,324
57,701
185,631
922,657
385,55
869,314
831,741
498,927
352,509
665,303
306,871
833,668
587,402
103,437
998,778
733,5
571,358
212,623
133,275
426,651
601,204
901,973
562,714
774,31
388,226
399,192
171,755
47,540
558,936
23,829
287,718
169,188
977,755
818,72
51,751
565,826
85,851
542,311
493,530
130,48
239,336
783,906
625,593
996,757
916,343
944,395
50,235
469,209
680,782
347,101
373,425
424,207
650,992
322,658
364,233
617,972
608,906
142,252
780,887
979,583
734,379
940,889
186,218
262,563
282,566
232,292
759,210
972,223
616,581
174,115
877,851
314,829
847,846
788,266
309,682
268,695
835,476
539,97
323,452
589,137
417,518
357,229
876,228
470,755
504,386
348,948
649,662
70,258
938,706
468,314
494,768
857,37
907,607
66,629
710,349
936,278
993,14
950,840
5,136
593,223
394,933
813,777
354,316
573,542
974,846
489,693
722,419
243,211
828,624
189,989
163,846
718,245
744,92
884,554
37,662
745,867
316,739
897,989
863,254
899,823
132,225
717,626
230,992
942,148
514,859
30,651
53,549
300,415
92,419
647,306
108,106
157,160
814,776
16,589
862,418
865,734
332,918
705,804
298,185
143,916
346,796
466,119
338,615
279,966
31,273
612,958
451,762
93,374
181,891
519,705
283,858
785,465
412,47
709,950
958,683
887,594
341,870
290,480
904,40
419,27
145,567
366,464
719,78
355,959
182,120
548,45
619,407
221,205
815,354
448,478
374,47
856,110
874,864
162,238
333,287
62,236
113,845
140,100
164,588
139,170
622,347
136,821
137,478
156,515
434,64
386,442
390,505
775,111
109,109
488,735
685,344
22,566
820,344
561,572
753,670
255,412
550,763
474,804
102,366
54,434
604,305
177,214
960,492
116,926
26,373
339,773
445,950
975,66
10,39
121,657
787,944
623,461
497,64
21,80
637,119
328,694
81,284
175,402
900,428
379,475
87,415
55,317
610,417
707,921
516,107
966,912
988,20
253,327
378,124
9,84
556,881
662,411
951,265
880,970
725,852
768,523
440,215
247,633
152,861
215,194
14,939
24,130
28,11
679,444
463,127
740,123
615,997
997,725
284,326
925,743
823,404
272,57
397,196
413,98
199,523
492,546
854,256
932,530
318,432
807,187
7,954
428,653
431,144
923,841
480,383
864,249
372,990
172,273
574,66
228,601
224,168
310,878
198,184
261,195
965,376
320,912
540,213
246,87
553,142
94,549
194,271
921,499
446,713
819,611
115,256
855,61
962,250
661,655
715,252
234,446
154,214
336,927
554,881
429,982
796,23
512,519
792,559
77,240
978,866
464,832
875,172
60,735
27,913
34,822
703,296
35,8
503,663
487,533
973,820
295,12
95,112
671,860
178,948
961,587
257,637
592,652
180,494
644,131
817,475
443,227
948,761
416,43
735,512
442,318
549,278
606,976
882,938
289,483
8,652
184,773
816,707
805,536
358,847
551,307
721,972
618,788
670,654
724,427
119,914
567,840
149,784
406,90
18,417
